年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2025,Aリーグ,レギュラー, 54 ,2025/06/02,21:53:39,SILVER WOLVES,まーくん RMU,124.4,1着,第一試合,104400,P0184
2025,Aリーグ,レギュラー, 54 ,2025/06/02,21:53:39,SSブルーバーズ,おむ,-18.5,2着,,1500,P0086
2025,Aリーグ,レギュラー, 54 ,2025/06/02,21:53:39,TEAM THE ChampLoo,ふとふと,-39.7,3着,,300,P0167
2025,Aリーグ,レギュラー, 54 ,2025/06/02,21:53:39,TEAMS Rabbit_yohan,MS,-66.2,4着,,-6200,P0043
2025,Bリーグ,レギュラー, 55 ,2025/06/02,22:29:04,ＺＯＯ,すー,60.7,1着,第二試合,40700,P0121
2025,Bリーグ,レギュラー, 55 ,2025/06/02,22:29:04,おたまーず,もっこり,16.4,2着,,36400,P0198
2025,Bリーグ,レギュラー, 55 ,2025/06/02,22:29:04,サクラフレンズ,捜査一課長,-15.8,3着,,24200,P0292
2025,Bリーグ,レギュラー, 55 ,2025/06/02,22:29:04,たちこまーず,としや,-61.3,4着,,-1300,P0142
2025,Aリーグ,レギュラー, 56 ,2025/06/02,22:29:50,Team MJ lovers,溝渕智也,69.2,1着,第二試合,49200,P0259
2025,Aリーグ,レギュラー, 56 ,2025/06/02,22:29:50,MJ東京,ワイス,4.1,2着,,24100,P0225
2025,Aリーグ,レギュラー, 56 ,2025/06/02,22:29:50,クレイジーダイヤモンド,おもも,-17.4,3着,,22600,P0087
2025,Aリーグ,レギュラー, 56 ,2025/06/02,22:29:50,さわやかMJ野郎の会,Blue-K18,-55.9,4着,,4100,P0018
2025,Aリーグ,レギュラー, 57 ,2025/06/02,22:33:26,TEAMS Rabbit_yohan,うわぁーん！,54.9,1着,第二試合,34900,P0073
2025,Aリーグ,レギュラー, 57 ,2025/06/02,22:33:26,SILVER WOLVES,上野あいみ,13.5,2着,,33500,P0279
2025,Aリーグ,レギュラー, 57 ,2025/06/02,22:33:26,TEAM THE ChampLoo,五月雨真空,-19.0,3着,,21000,P0257
2025,Aリーグ,レギュラー, 57 ,2025/06/02,22:33:26,SSブルーバーズ,ニコラス,-49.4,4着,,10600,P0154
2025,Aリーグ,レギュラー, 58 ,2025/06/02,22:36:27,レッドリボン軍,なおすけ,62.6,1着,第二試合,42600,P0150
2025,Aリーグ,レギュラー, 58 ,2025/06/02,22:36:27,MJAC愛好会,おかぴー,21.2,2着,,41200,P0079
2025,Aリーグ,レギュラー, 58 ,2025/06/02,22:36:27,TEAM AJITO,神田大行,-19.9,3着,,20100,P0282
2025,Aリーグ,レギュラー, 58 ,2025/06/02,22:36:27,武装,乙子,-63.9,4着,,-3900,P0236
2025,Bリーグ,レギュラー, 59 ,2025/06/02,22:43:05,最強位ズ,ブ茶ラティ,58.2,1着,第二試合,38200,P0171
2025,Bリーグ,レギュラー, 59 ,2025/06/02,22:43:05,チームミラデミア,Nukoshi,12.9,2着,,32900,P0048
2025,Bリーグ,レギュラー, 59 ,2025/06/02,22:43:05,電光石火,どっち？弾平,-24.0,3着,,16000,P0143
2025,Bリーグ,レギュラー, 59 ,2025/06/02,22:43:05,教室生☆KSC,。☆悠紀子☆。,-47.1,4着,,12900,P0002
2025,Bリーグ,レギュラー, 60 ,2025/06/02,22:45:48,HIVE,せいたろう,66.6,1着,第二試合,46600,P0122
2025,Bリーグ,レギュラー, 60 ,2025/06/02,22:45:48,他力本願寺,長谷川,17.8,2着,,37800,P0301
2025,Bリーグ,レギュラー, 60 ,2025/06/02,22:45:48,ガラスのお面,大佐@天極牌,-5.5,3着,,34500,P0296
2025,Bリーグ,レギュラー, 60 ,2025/06/02,22:45:48,enjoyすればイイ雀！,七対子大好き,-78.9,4着,,-18900,P0267
2025,Aリーグ,レギュラー, 61 ,2025/06/03,21:27:17,武装,ゆんゆん,59.8,1着,第一試合,39800,P0210
2025,Aリーグ,レギュラー, 61 ,2025/06/03,21:27:17,TEAMS Rabbit_yohan,w11ヨハン,4.5,2着,,24500,P0062
2025,Aリーグ,レギュラー, 61 ,2025/06/03,21:27:17,クレイジーダイヤモンド,太郎,-17.6,3着,,22400,P0294
2025,Aリーグ,レギュラー, 61 ,2025/06/03,21:27:17,SSブルーバーズ,鈴木正道,-46.7,4着,,13300,P0004
2025,Aリーグ,レギュラー, 62 ,2025/06/03,21:30:59,さわやかMJ野郎の会,黙示録@SMY会,51.6,1着,第一試合,31600,P0316
2025,Aリーグ,レギュラー, 62 ,2025/06/03,21:30:59,TEAM THE ChampLoo,やまだたろう,5.0,2着,,25000,P0201
2025,Aリーグ,レギュラー, 62 ,2025/06/03,21:30:59,MJAC愛好会,ロッキンポ,-15.9,3着,,24100,P0223
2025,Aリーグ,レギュラー, 62 ,2025/06/03,21:30:59,レッドリボン軍,かじ,-40.7,4着,,19300,P0090
2025,Bリーグ,レギュラー, 63 ,2025/06/03,21:33:50,最強位ズ,ねこます,54.6,1着,第一試合,34600,P0155
2025,Bリーグ,レギュラー, 63 ,2025/06/03,21:33:50,HIVE,郷 ひろし,12.7,2着,,32700,P0250
2025,Bリーグ,レギュラー, 63 ,2025/06/03,21:33:50,ＺＯＯ,戯言遣い,-22.5,3着,,17500,P0242
2025,Bリーグ,レギュラー, 63 ,2025/06/03,21:33:50,他力本願寺,とり,-44.8,4着,,15200,P0148
2025,Bリーグ,レギュラー, 64 ,2025/06/03,21:34:26,チームミラデミア,鞘,77.6,1着,第一試合,57600,P0278
2025,Bリーグ,レギュラー, 64 ,2025/06/03,21:34:26,たちこまーず,ミズゴロウ♂,3.8,2着,,23800,P0193
2025,Bリーグ,レギュラー, 64 ,2025/06/03,21:34:26,電光石火,k-k,-26.9,3着,,13100,P0034
2025,Bリーグ,レギュラー, 64 ,2025/06/03,21:34:26,ガラスのお面,Lucky,-54.5,4着,,5500,P0039
2025,Aリーグ,レギュラー, 65 ,2025/06/03,21:36:05,Team MJ lovers,溝渕智也,57.3,1着,第一試合,37300,P0259
2025,Aリーグ,レギュラー, 65 ,2025/06/03,21:36:05,SILVER WOLVES,阿賀寿直,7.6,2着,,27600,P0228
2025,Aリーグ,レギュラー, 65 ,2025/06/03,21:36:05,MJ東京,Ryuiso,-16.9,3着,,23100,P0055
2025,Aリーグ,レギュラー, 65 ,2025/06/03,21:36:05,TEAM AJITO,安住太一,-48.0,4着,,12000,P0229
2025,Bリーグ,レギュラー, 66 ,2025/06/03,21:36:28,おたまーず,エイデン二号機,80.1,1着,第一試合,60100,P0075
2025,Bリーグ,レギュラー, 66 ,2025/06/03,21:36:28,サクラフレンズ,なおきち,-1.6,2着,,18400,P0149
2025,Bリーグ,レギュラー, 66 ,2025/06/03,21:36:28,教室生☆KSC,元教室生タク,-24.4,3着,,15600,P0255
2025,Bリーグ,レギュラー, 66 ,2025/06/03,21:36:28,enjoyすればイイ雀！,じゅねこ,-54.1,4着,,5900,P0116
2025,Bリーグ,レギュラー, 67 ,2025/06/03,22:24:53,他力本願寺,たくおっち,59.1,1着,第二試合,39100,P0132
2025,Bリーグ,レギュラー, 67 ,2025/06/03,22:24:53,最強位ズ,Hiromu,13.0,2着,,33000,P0030
2025,Bリーグ,レギュラー, 67 ,2025/06/03,22:24:53,HIVE,まぽぽ,-18.8,3着,,21200,P0188
2025,Bリーグ,レギュラー, 67 ,2025/06/03,22:24:53,ＺＯＯ,戯言遣い,-53.3,4着,,6700,P0242
2025,Bリーグ,レギュラー, 68 ,2025/06/03,22:30:41,サクラフレンズ,女帝ハンコック,62.1,1着,第二試合,42100,P0271
2025,Bリーグ,レギュラー, 68 ,2025/06/03,22:30:41,教室生☆KSC,元教室生タク,7.6,2着,,27600,P0255
2025,Bリーグ,レギュラー, 68 ,2025/06/03,22:30:41,enjoyすればイイ雀！,せなmam@,-24.3,3着,,15700,P0124
2025,Bリーグ,レギュラー, 68 ,2025/06/03,22:30:41,おたまーず,おたま♪,-45.4,4着,,14600,P0084
2025,Bリーグ,レギュラー, 69 ,2025/06/03,22:35:08,たちこまーず,たちこま,97.8,1着,第二試合,77800,P0134
2025,Bリーグ,レギュラー, 69 ,2025/06/03,22:35:08,チームミラデミア,may,1.4,2着,,21400,P0040
2025,Bリーグ,レギュラー, 69 ,2025/06/03,22:35:08,電光石火,魔王,-30.8,3着,,9200,P0312
2025,Bリーグ,レギュラー, 69 ,2025/06/03,22:35:08,ガラスのお面,こすぎっち,-68.4,4着,,-8400,P0105
2025,Aリーグ,レギュラー, 70 ,2025/06/03,22:42:10,MJAC愛好会,打撃系ヤルカツ,66.5,1着,第二試合,46500,P0295
2025,Aリーグ,レギュラー, 70 ,2025/06/03,22:42:10,レッドリボン軍,梁瀬健太郎,23.7,2着,,43700,P0063
2025,Aリーグ,レギュラー, 70 ,2025/06/03,22:42:10,TEAM THE ChampLoo,狐-style,-15.9,3着,,24100,P0256
2025,Aリーグ,レギュラー, 70 ,2025/06/03,22:42:10,さわやかMJ野郎の会,はなびん,-74.3,4着,,-14300,P0159
2025,Aリーグ,レギュラー, 71 ,2025/06/03,22:44:05,TEAM AJITO,chemi,53.8,1着,第二試合,33800,P0022
2025,Aリーグ,レギュラー, 71 ,2025/06/03,22:44:05,Team MJ lovers,激昂ラージャン,13.4,2着,,33400,P0254
2025,Aリーグ,レギュラー, 71 ,2025/06/03,22:44:05,SILVER WOLVES,石川和男,-17.1,3着,,22900,P0285
2025,Aリーグ,レギュラー, 71 ,2025/06/03,22:44:05,MJ東京,キラ、,-50.1,4着,,9900,P0096
2025,Aリーグ,レギュラー, 72 ,2025/06/03,22:51:24,SSブルーバーズ,石田亮太,62.4,1着,第二試合,42400,P0014
2025,Aリーグ,レギュラー, 72 ,2025/06/03,22:51:24,武装,しんじゃうツモ,7.0,2着,,27000,P0119
2025,Aリーグ,レギュラー, 72 ,2025/06/03,22:51:24,クレイジーダイヤモンド,初日の出ソニー,-13.5,3着,,26500,P0270
2025,Aリーグ,レギュラー, 72 ,2025/06/03,22:51:24,TEAMS Rabbit_yohan,w11ヨハン,-55.9,4着,,4100,P0062
2025,Aリーグ,レギュラー, 73 ,2025/06/05,21:22:23,SSブルーバーズ,鈴木正道,59.5,1着,第一試合,39500,P0004
2025,Aリーグ,レギュラー, 73 ,2025/06/05,21:22:23,TEAM AJITO,KGRS,15.9,2着,,35900,P0037
2025,Aリーグ,レギュラー, 73 ,2025/06/05,21:22:23,さわやかMJ野郎の会,黒太郎@SMY会,-21.0,3着,,19000,P0260
2025,Aリーグ,レギュラー, 73 ,2025/06/05,21:22:23,武装,とむとむ,-54.4,4着,,5600,P0146
2025,Bリーグ,レギュラー, 74 ,2025/06/05,21:28:43,電光石火,ミッキー柳井,66.4,1着,第一試合,46400,P0194
2025,Bリーグ,レギュラー, 74 ,2025/06/05,21:28:43,HIVE,カルア,21.6,2着,,41600,P0093
2025,Bリーグ,レギュラー, 74 ,2025/06/05,21:28:43,教室生☆KSC,川端由紀,-23.1,3着,,16900,P0289
2025,Bリーグ,レギュラー, 74 ,2025/06/05,21:28:43,他力本願寺,灰鶴,-64.9,4着,,-4900,P0239
2025,Bリーグ,レギュラー, 75 ,2025/06/05,21:29:39,たちこまーず,JILL,58.0,1着,第一試合,38000,P0033
2025,Bリーグ,レギュラー, 75 ,2025/06/05,21:29:39,サクラフレンズ,なおきち,14.6,2着,,34600,P0149
2025,Bリーグ,レギュラー, 75 ,2025/06/05,21:29:39,ＺＯＯ,サンタマルコ,-21.2,3着,,18800,P0110
2025,Bリーグ,レギュラー, 75 ,2025/06/05,21:29:39,チームミラデミア,鞘,-51.4,4着,,8600,P0278
2025,Bリーグ,レギュラー, 76 ,2025/06/05,21:38:19,enjoyすればイイ雀！,銀河,62.2,1着,第一試合,42200,P0253
2025,Bリーグ,レギュラー, 76 ,2025/06/05,21:38:19,ガラスのお面,ゆう,6.1,2着,,26100,P0202
2025,Bリーグ,レギュラー, 76 ,2025/06/05,21:38:19,おたまーず,鰤トニー,-18.0,3着,,22000,P0326
2025,Bリーグ,レギュラー, 76 ,2025/06/05,21:38:19,最強位ズ,リョータ,-50.3,4着,,9700,P0217
2025,Aリーグ,レギュラー, 77 ,2025/06/05,21:42:28,TEAMS Rabbit_yohan,引き運最弱マン,64.3,1着,第一試合,44300,P0231
2025,Aリーグ,レギュラー, 77 ,2025/06/05,21:42:28,SILVER WOLVES,まーくん RMU,13.6,2着,,33600,P0184
2025,Aリーグ,レギュラー, 77 ,2025/06/05,21:42:28,Team MJ lovers,喜多剛士@μ,-26.7,3着,,13300,P0241
2025,Aリーグ,レギュラー, 77 ,2025/06/05,21:42:28,TEAM THE ChampLoo,ぼうや,-51.2,4着,,8800,P0177
2025,Aリーグ,レギュラー, 78 ,2025/06/05,21:48:02,MJ東京,えんがわ,51.5,1着,第一試合,31500,P0078
2025,Aリーグ,レギュラー, 78 ,2025/06/05,21:48:02,レッドリボン軍,カオス,8.7,2着,,28700,P0089
2025,Aリーグ,レギュラー, 78 ,2025/06/05,21:48:02,MJAC愛好会,教室生 ユウ,-17.4,3着,,22600,P0248
2025,Aリーグ,レギュラー, 78 ,2025/06/05,21:48:02,クレイジーダイヤモンド,ゆめみや,-42.8,4着,,17200,P0208
2025,Bリーグ,レギュラー, 79 ,2025/06/05,22:24:45,電光石火,k-k,57.3,1着,第二試合,37300,P0034
2025,Bリーグ,レギュラー, 79 ,2025/06/05,22:24:45,教室生☆KSC,川端由紀,13.1,2着,,33100,P0289
2025,Bリーグ,レギュラー, 79 ,2025/06/05,22:24:45,他力本願寺,桐生れいか,-8.9,3着,,31100,P0252
2025,Bリーグ,レギュラー, 79 ,2025/06/05,22:24:45,HIVE,せいたろう,-61.5,4着,,-1500,P0122
2025,Bリーグ,レギュラー, 80 ,2025/06/05,22:33:03,たちこまーず,はち,69.7,1着,第二試合,49700,P0157
2025,Bリーグ,レギュラー, 80 ,2025/06/05,22:33:03,サクラフレンズ,女帝ハンコック,7.0,2着,,27000,P0271
2025,Bリーグ,レギュラー, 80 ,2025/06/05,22:33:03,チームミラデミア,Nukoshi,-22.2,3着,,17800,P0048
2025,Bリーグ,レギュラー, 80 ,2025/06/05,22:33:03,ＺＯＯ,Bu Ki Chi,-54.5,4着,,5500,P0020
2025,Bリーグ,レギュラー, 81 ,2025/06/05,22:37:31,最強位ズ,まびたん,75.9,1着,第二試合,55900,P0187
2025,Bリーグ,レギュラー, 81 ,2025/06/05,22:37:31,ガラスのお面,りょう,21.9,2着,,41900,P0216
2025,Bリーグ,レギュラー, 81 ,2025/06/05,22:37:31,enjoyすればイイ雀！,べびたん,-10.2,3着,,29800,P0173
2025,Bリーグ,レギュラー, 81 ,2025/06/05,22:37:31,おたまーず,くれば,-87.6,4着,,-27600,P0101
2025,Aリーグ,レギュラー, 82 ,2025/06/05,22:43:10,SSブルーバーズ,石田亮太,63.4,1着,第二試合,43400,P0014
2025,Aリーグ,レギュラー, 82 ,2025/06/05,22:43:10,武装,赤哲,9.7,2着,,29700,P0288
2025,Aリーグ,レギュラー, 82 ,2025/06/05,22:43:10,さわやかMJ野郎の会,つよ,-11.6,3着,,28400,P0139
2025,Aリーグ,レギュラー, 82 ,2025/06/05,22:43:10,TEAM AJITO,TOM,-61.5,4着,,-1500,P0057
2025,Aリーグ,レギュラー, 83 ,2025/06/05,22:43:41,MJAC愛好会,冬のミルク,60.2,1着,第二試合,40200,P0304
2025,Aリーグ,レギュラー, 83 ,2025/06/05,22:43:41,MJ東京,チン☆パラ,5.0,2着,,25000,P0136
2025,Aリーグ,レギュラー, 83 ,2025/06/05,22:43:41,クレイジーダイヤモンド,クピドの悪戯,-18.4,3着,,21600,P0099
2025,Aリーグ,レギュラー, 83 ,2025/06/05,22:43:41,レッドリボン軍,ベヘリット,-46.8,4着,,13200,P0174
2025,Aリーグ,レギュラー, 84 ,2025/06/05,22:49:43,TEAM THE ChampLoo,仇森 龍,85.0,1着,第二試合,65000,P0245
2025,Aリーグ,レギュラー, 84 ,2025/06/05,22:49:43,SILVER WOLVES,石川和男,9.5,2着,,29500,P0285
2025,Aリーグ,レギュラー, 84 ,2025/06/05,22:49:43,TEAMS Rabbit_yohan,とらちゃん,-36.4,3着,,3600,P0147
2025,Aリーグ,レギュラー, 84 ,2025/06/05,22:49:43,Team MJ lovers,ゆっしー@,-58.1,4着,,1900,P0207
2025,Aリーグ,レギュラー, 85 ,2025/06/06,21:27:38,Team MJ lovers,小林宏康,66.0,1着,第一試合,46000,P0275
2025,Aリーグ,レギュラー, 85 ,2025/06/06,21:27:38,SILVER WOLVES,松崎真也,15.1,2着,,35100,P0276
2025,Aリーグ,レギュラー, 85 ,2025/06/06,21:27:38,さわやかMJ野郎の会,海賊王,-23.4,3着,,16600,P0238
2025,Aリーグ,レギュラー, 85 ,2025/06/06,21:27:38,レッドリボン軍,B地区,-57.7,4着,,2300,P0021
2025,Aリーグ,レギュラー, 86 ,2025/06/06,21:30:38,TEAMS Rabbit_yohan,HAGI,59.2,1着,第一試合,39200,P0028
2025,Aリーグ,レギュラー, 86 ,2025/06/06,21:30:38,MJAC愛好会,湾奥アングラー,18.9,2着,,38900,P0323
2025,Aリーグ,レギュラー, 86 ,2025/06/06,21:30:38,クレイジーダイヤモンド,林保徳,-26.7,3着,,13300,P0320
2025,Aリーグ,レギュラー, 86 ,2025/06/06,21:30:38,武装,ツナマヨ,-51.4,4着,,8600,P0138
2025,Aリーグ,レギュラー, 87 ,2025/06/06,21:30:45,SSブルーバーズ,Hara,60.1,1着,第一試合,40100,P0029
2025,Aリーグ,レギュラー, 87 ,2025/06/06,21:30:45,MJ東京,Ryuiso,12.9,2着,,32900,P0055
2025,Aリーグ,レギュラー, 87 ,2025/06/06,21:30:45,TEAM THE ChampLoo,シーナー,-23.3,3着,,16700,P0111
2025,Aリーグ,レギュラー, 87 ,2025/06/06,21:30:45,TEAM AJITO,ｋｅｎ@あじと,-49.7,4着,,10300,P0036
2025,Bリーグ,レギュラー, 88 ,2025/06/06,21:33:02,ＺＯＯ,Bu Ki Chi,62.6,1着,第一試合,42600,P0020
2025,Bリーグ,レギュラー, 88 ,2025/06/06,21:33:02,電光石火,けっけ,9.3,2着,,29300,P0102
2025,Bリーグ,レギュラー, 88 ,2025/06/06,21:33:02,ガラスのお面,レレレ,-11.4,3着,,28600,P0222
2025,Bリーグ,レギュラー, 88 ,2025/06/06,21:33:02,おたまーず,くれば,-60.5,4着,,-500,P0101
2025,Bリーグ,レギュラー, 89 ,2025/06/06,21:41:12,サクラフレンズ,くすだま,63.7,1着,第一試合,43700,P0098
2025,Bリーグ,レギュラー, 89 ,2025/06/06,21:41:12,教室生☆KSC,w-baby,18.3,2着,,38300,P0060
2025,Bリーグ,レギュラー, 89 ,2025/06/06,21:41:12,enjoyすればイイ雀！,かに,-21.9,3着,,18100,P0091
2025,Bリーグ,レギュラー, 89 ,2025/06/06,21:41:12,他力本願寺,YOU太郎,-60.1,4着,,-100,P0064
2025,Bリーグ,レギュラー, 90 ,2025/06/06,21:44:43,HIVE,まぽぽ,81.1,1着,第一試合,61100,P0188
2025,Bリーグ,レギュラー, 90 ,2025/06/06,21:44:43,たちこまーず,坊や哲,15.0,2着,,35000,P0310
2025,Bリーグ,レギュラー, 90 ,2025/06/06,21:44:43,最強位ズ,ｒｒｒｒｒｒ,-32.9,3着,,7100,P0053
2025,Bリーグ,レギュラー, 90 ,2025/06/06,21:44:43,チームミラデミア,ひろとだポン,-63.2,4着,,-3200,P0163
2025,Bリーグ,レギュラー, 91 ,2025/06/06,22:26:50,おたまーず,二階堂ゴリエ,66.7,1着,第二試合,46700,P0306
2025,Bリーグ,レギュラー, 91 ,2025/06/06,22:26:50,ＺＯＯ,すー,11.0,2着,,31000,P0121
2025,Bリーグ,レギュラー, 91 ,2025/06/06,22:26:50,電光石火,フミオ,-27.9,3着,,12100,P0168
2025,Bリーグ,レギュラー, 91 ,2025/06/06,22:26:50,ガラスのお面,こすぎっち,-49.8,4着,,10200,P0105
2025,Bリーグ,レギュラー, 92 ,2025/06/06,22:36:20,最強位ズ,ねこます,48.9,1着,第二試合,28900,P0155
2025,Bリーグ,レギュラー, 92 ,2025/06/06,22:36:20,たちこまーず,シクラメン富男,6.0,2着,,26000,P0113
2025,Bリーグ,レギュラー, 92 ,2025/06/06,22:36:20,HIVE,リー,-14.2,3着,,25800,P0213
2025,Bリーグ,レギュラー, 92 ,2025/06/06,22:36:20,チームミラデミア,ココロん,-40.7,4着,,19300,P0104
2025,Aリーグ,レギュラー, 93 ,2025/06/06,22:36:52,SSブルーバーズ,ハナノア,91.5,1着,第二試合,71500,P0158
2025,Aリーグ,レギュラー, 93 ,2025/06/06,22:36:52,MJ東京,Mychemi,15.1,2着,,35100,P0044
2025,Aリーグ,レギュラー, 93 ,2025/06/06,22:36:52,TEAM AJITO,ｋｅｎ@あじと,-25.2,3着,,14800,P0036
2025,Aリーグ,レギュラー, 93 ,2025/06/06,22:36:52,TEAM THE ChampLoo,炎上！炎上！,-81.4,4着,,-21400,P0233
2025,Aリーグ,レギュラー, 94 ,2025/06/06,22:41:13,レッドリボン軍,レッド総帥,66.3,1着,第二試合,46300,P0221
2025,Aリーグ,レギュラー, 94 ,2025/06/06,22:41:13,SILVER WOLVES,橋本るり子,16.9,2着,,36900,P0249
2025,Aリーグ,レギュラー, 94 ,2025/06/06,22:41:13,さわやかMJ野郎の会,優斗@SMY会,-25.1,3着,,14900,P0317
2025,Aリーグ,レギュラー, 94 ,2025/06/06,22:41:13,Team MJ lovers,激昂ラージャン,-58.1,4着,,1900,P0254
2025,Aリーグ,レギュラー, 95 ,2025/06/06,22:42:54,TEAMS Rabbit_yohan,HAGI,63.9,1着,第二試合,43900,P0028
2025,Aリーグ,レギュラー, 95 ,2025/06/06,22:42:54,武装,年賀状,12.5,2着,,32500,P0307
2025,Aリーグ,レギュラー, 95 ,2025/06/06,22:42:54,クレイジーダイヤモンド,林保徳,-27.1,3着,,12900,P0320
2025,Aリーグ,レギュラー, 95 ,2025/06/06,22:42:54,MJAC愛好会,つかぴー,-49.3,4着,,10700,P0137
2025,Bリーグ,レギュラー, 96 ,2025/06/06,23:03:06,他力本願寺,長谷川,65.8,1着,第二試合,45800,P0301
2025,Bリーグ,レギュラー, 96 ,2025/06/06,23:03:06,enjoyすればイイ雀！,Blush,13.1,2着,,33100,P0019
2025,Bリーグ,レギュラー, 96 ,2025/06/06,23:03:06,サクラフレンズ,捜査一課長,-24.1,3着,,15900,P0292
2025,Bリーグ,レギュラー, 96 ,2025/06/06,23:03:06,教室生☆KSC,w-baby,-54.8,4着,,5200,P0060
2025,Bリーグ,レギュラー, 97 ,2025/06/09,21:28:49,HIVE,カルア,63.5,1着,第一試合,43500,P0093
2025,Bリーグ,レギュラー, 97 ,2025/06/09,21:28:49,おたまーず,二階堂ゴリエ,14.0,2着,,34000,P0306
2025,Bリーグ,レギュラー, 97 ,2025/06/09,21:28:49,サクラフレンズ,捜査一課長,-24.5,3着,,15500,P0292
2025,Bリーグ,レギュラー, 97 ,2025/06/09,21:28:49,電光石火,EmperorTime,-53.0,4着,,7000,P0024
2025,Bリーグ,レギュラー, 98 ,2025/06/09,21:32:51,たちこまーず,たちこま,51.0,1着,第一試合,31000,P0134
2025,Bリーグ,レギュラー, 98 ,2025/06/09,21:32:51,enjoyすればイイ雀！,銀河,5.2,2着,,25200,P0253
2025,Bリーグ,レギュラー, 98 ,2025/06/09,21:32:51,最強位ズ,Hiromu,-15.5,3着,,24500,P0030
2025,Bリーグ,レギュラー, 98 ,2025/06/09,21:32:51,ガラスのお面,とみちよ,-40.7,4着,,19300,P0145
2025,Aリーグ,レギュラー, 99 ,2025/06/09,21:35:39,TEAM AJITO,神田大行,61.9,1着,第一試合,41900,P0282
2025,Aリーグ,レギュラー, 99 ,2025/06/09,21:35:39,さわやかMJ野郎の会,はなびん,5.5,2着,,25500,P0159
