年度,リーグ,ステージ,試合No,日付,時間,チーム名,選手名,スコア,着順,試合,得点,選手ID
2026,Bリーグ,レギュラー, 96 ,2026-06-05,22:50,Brave Revengers,ペン, 50.5 ,1.0着,第二試合,30500,P0175
2026,Bリーグ,レギュラー, 96 ,2026-06-05,22:50,Vertice,moka, 8.3 ,2.0着,,28300,P0042
2026,Bリーグ,レギュラー, 96 ,2026-06-05,22:50,楽しめばイイ雀,くすだま,▲16.8,3.0着,,23200,P0098
2026,Bリーグ,レギュラー, 96 ,2026-06-05,22:50,チートイズ,じんぱぱ,▲42.0,4.0着,,18000,P0120
2026,Aリーグ,レギュラー, 97 ,2026-06-08,21:27,レッドリボン軍,かじ, 61.9 ,1.0着,第一試合,41900,P0090
2026,Aリーグ,レギュラー, 97 ,2026-06-08,21:27,SSブルーバーズ,きめっち, 4.4 ,2.0着,,24400,P0095
2026,Aリーグ,レギュラー, 97 ,2026-06-08,21:27,電光石火,EmperorTime,▲21.3,3.0着,,18700,P0024
2026,Aリーグ,レギュラー, 97 ,2026-06-08,21:27,ＺＯＯ,ご飯にバター,▲45.0,4.0着,,15000,P0106
2026,Aリーグ,レギュラー, 98 ,2026-06-08,21:29,HIVE,カルア, 53.1 ,1.0着,第一試合,33100,P0093
2026,Aリーグ,レギュラー, 98 ,2026-06-08,21:29,最強位ズ,ブ茶ラティ, 9.5 ,2.0着,,29500,P0171
2026,Aリーグ,レギュラー, 98 ,2026-06-08,21:29,MJ東京,えんがわ,▲11.0,3.0着,,29000,P0078
2026,Aリーグ,レギュラー, 98 ,2026-06-08,21:29,SILVER WOLVES,石川安牌,▲51.6,4.0着,,8400,P0284
2026,Bリーグ,レギュラー, 99 ,2026-06-08,21:29,チートイズ,しげぞー, 53.5 ,1.0着,第一試合,33500,P0114
2026,Bリーグ,レギュラー, 99 ,2026-06-08,21:29,楽しめばイイ雀,Kou, 12.7 ,2.0着,,32700,P0038
2026,Bリーグ,レギュラー, 99 ,2026-06-08,21:29,おたまーず,くれば,▲21.4,3.0着,,18600,P0101
2026,Bリーグ,レギュラー, 99 ,2026-06-08,21:29,他力本願寺,YOU太郎,▲44.8,4.0着,,15200,P0064
2026,Bリーグ,レギュラー, 100 ,2026-06-08,21:32,Team MJ lovers,μゆぅちゃん, 58.1 ,1.0着,第一試合,38100,P0327
2026,Bリーグ,レギュラー, 100 ,2026-06-08,21:32,IRU,猪突猛進男, 7.3 ,2.0着,,27300,P0299
2026,Bリーグ,レギュラー, 100 ,2026-06-08,21:32,Vertice,ゆうー,▲15.7,3.0着,,24300,P0203
2026,Bリーグ,レギュラー, 100 ,2026-06-08,21:32,教室生☆KSC,Anmi,▲49.7,4.0着,,10300,P0016
2026,Bリーグ,レギュラー, 101 ,2026-06-08,21:34,TEAM AJITO,支援紳士, 59.9 ,1.0着,第一試合,39900,P0265
2026,Bリーグ,レギュラー, 101 ,2026-06-08,21:34,La vie en Rose,なほみん, 12.1 ,2.0着,,32100,P0153
2026,Bリーグ,レギュラー, 101 ,2026-06-08,21:34,さわやかMJ野郎の会,黙示録@SMY会,▲16.1,3.0着,,23900,P0316
2026,Bリーグ,レギュラー, 101 ,2026-06-08,21:34,Brave Revengers,nesre,▲55.9,4.0着,,4100,P0047
2026,Aリーグ,レギュラー, 102 ,2026-06-08,21:52,たちこまーず,坊や哲, 93.9 ,1.0着,第一試合,73900,P0310
2026,Aリーグ,レギュラー, 102 ,2026-06-08,21:52,MJAC愛好会,亜空間コツボー, 7.0 ,2.0着,,27000,P0227
2026,Aリーグ,レギュラー, 102 ,2026-06-08,21:52,enjoyすればイイ雀！,じゅねこ,▲35.0,3.0着,,5000,P0116
2026,Aリーグ,レギュラー, 102 ,2026-06-08,21:52,武装,ツナマヨ,▲65.9,4.0着,,-5900,P0138
2026,Bリーグ,レギュラー, 103 ,2026-06-08,22:29,Vertice,ゆうー, 68.3 ,1.0着,第二試合,48300,P0203
2026,Bリーグ,レギュラー, 103 ,2026-06-08,22:29,教室生☆KSC,☆魔雀T塾生☆, 0.7 ,2.0着,,20700,P0010
2026,Bリーグ,レギュラー, 103 ,2026-06-08,22:29,Team MJ lovers,喜多剛士@μ,▲22.7,3.0着,,17300,P0241
2026,Bリーグ,レギュラー, 103 ,2026-06-08,22:29,IRU,奥山瞭,▲46.3,4.0着,,13700,P0216
2026,Bリーグ,レギュラー, 104 ,2026-06-08,22:29,チートイズ,014のりたま, 73.1 ,1.0着,第二試合,53100,P0011
2026,Bリーグ,レギュラー, 104 ,2026-06-08,22:29,楽しめばイイ雀,Kou, 3.9 ,2.0着,,23900,P0038
2026,Bリーグ,レギュラー, 104 ,2026-06-08,22:29,他力本願寺,とり,▲18.9,3.0着,,21100,P0148
2026,Bリーグ,レギュラー, 104 ,2026-06-08,22:29,おたまーず,くれば,▲58.1,4.0着,,1900,P0101
2026,Aリーグ,レギュラー, 105 ,2026-06-08,22:35,武装,フィクション, 63.9 ,1.0着,第二試合,43900,P0165
2026,Aリーグ,レギュラー, 105 ,2026-06-08,22:35,MJAC愛好会,つかぴー, 5.3 ,2.0着,,25300,P0137
2026,Aリーグ,レギュラー, 105 ,2026-06-08,22:35,enjoyすればイイ雀！,せなmam@,▲21.7,3.0着,,18300,P0124
2026,Aリーグ,レギュラー, 105 ,2026-06-08,22:35,たちこまーず,よつば@tobi,▲47.5,4.0着,,12500,P0211
2026,Bリーグ,レギュラー, 106 ,2026-06-08,22:40,Brave Revengers,nesre, 67.7 ,1.0着,第二試合,47700,P0047
2026,Bリーグ,レギュラー, 106 ,2026-06-08,22:40,TEAM AJITO,chemi, 14.5 ,2.0着,,34500,P0022
2026,Bリーグ,レギュラー, 106 ,2026-06-08,22:40,La vie en Rose,シェリさん,▲24.5,3.0着,,15500,P0112
2026,Bリーグ,レギュラー, 106 ,2026-06-08,22:40,さわやかMJ野郎の会,だてまきたまご,▲57.7,4.0着,,2300,P0135
2026,Aリーグ,レギュラー, 107 ,2026-06-08,22:48,最強位ズ,まびたん, 70.9 ,1.0着,第一試合,50900,P0187
2026,Aリーグ,レギュラー, 107 ,2026-06-08,22:48,MJ東京,Mychemi, 25.1 ,2.0着,,45100,P0044
2026,Aリーグ,レギュラー, 107 ,2026-06-08,22:48,HIVE,ぼうや@HIVE,▲19.3,3.0着,,20700,P0177
2026,Aリーグ,レギュラー, 107 ,2026-06-08,22:48,SILVER WOLVES,店長倍損の上司,▲76.7,4.0着,,-16700,P0302
2026,Aリーグ,レギュラー, 108 ,2026-06-08,22:57,電光石火,どっち？弾平, 71.3 ,1.0着,第二試合,51300,P0143
2026,Aリーグ,レギュラー, 108 ,2026-06-08,22:57,SSブルーバーズ,きめっち, 9.4 ,2.0着,,29400,P0095
2026,Aリーグ,レギュラー, 108 ,2026-06-08,22:57,レッドリボン軍,なおすけ,▲15.4,3.0着,,24600,P0150
2026,Aリーグ,レギュラー, 108 ,2026-06-08,22:57,ＺＯＯ,Bu Ki Chi,▲65.3,4.0着,,-5300,P0020
2026,Aリーグ,レギュラー, 109 ,2026-06-09,21:30,武装,アベキング, 66.9 ,1.0着,第一試合,46900,P0070
2026,Aリーグ,レギュラー, 109 ,2026-06-09,21:30,ＺＯＯ,戯言遣い, 4.2 ,2.0着,,24200,P0242
2026,Aリーグ,レギュラー, 109 ,2026-06-09,21:30,MJ東京,J,▲23.4,3.0着,,16600,P0032
2026,Aリーグ,レギュラー, 109 ,2026-06-09,21:30,レッドリボン軍,小倉唯,▲47.7,4.0着,,12300,P0273
2026,Aリーグ,レギュラー, 110 ,2026-06-09,21:33,電光石火,魔王, 54.4 ,1.0着,第一試合,34400,P0312
2026,Aリーグ,レギュラー, 110 ,2026-06-09,21:33,たちこまーず,たちこま, 6.8 ,2.0着,,26800,P0134
2026,Aリーグ,レギュラー, 110 ,2026-06-09,21:33,最強位ズ,ｒｒｒｒｒｒ,▲17.1,3.0着,,22900,P0053
2026,Aリーグ,レギュラー, 110 ,2026-06-09,21:33,SILVER WOLVES,橋本るり子,▲44.1,4.0着,,15900,P0249
2026,Bリーグ,レギュラー, 111 ,2026-06-09,21:37,さわやかMJ野郎の会,黒太郎@SMY会, 75.0 ,1.0着,第一試合,55000,P0260
2026,Bリーグ,レギュラー, 111 ,2026-06-09,21:37,他力本願寺,桐生れいか, 7.7 ,2.0着,,27700,P0252
2026,Bリーグ,レギュラー, 111 ,2026-06-09,21:37,Vertice,みーやん19,▲16.5,3.0着,,23500,P0192
2026,Bリーグ,レギュラー, 111 ,2026-06-09,21:37,La vie en Rose,匕首◆,▲66.2,4.0着,,-6200,P0325
2026,Aリーグ,レギュラー, 112 ,2026-06-09,21:39,SSブルーバーズ,鈴木正道, 71.5 ,1.0着,第一試合,51500,P0004
2026,Aリーグ,レギュラー, 112 ,2026-06-09,21:39,MJAC愛好会,おかぴー, 19.3 ,2.0着,,39300,P0079
2026,Aリーグ,レギュラー, 112 ,2026-06-09,21:39,HIVE,ぽこぽこぽこり,▲19.9,3.0着,,20100,P0179
2026,Aリーグ,レギュラー, 112 ,2026-06-09,21:39,enjoyすればイイ雀！,かに,▲70.9,4.0着,,-10900,P0091
2026,Bリーグ,レギュラー, 113 ,2026-06-09,21:41,Team MJ lovers,溝渕智也, 72.5 ,1.0着,第一試合,52500,P0259
2026,Bリーグ,レギュラー, 113 ,2026-06-09,21:41,チートイズ,dia, 32.2 ,2.0着,,52200,P0023
2026,Bリーグ,レギュラー, 113 ,2026-06-09,21:41,教室生☆KSC,Anmi,▲28.9,3.0着,,11100,P0016
2026,Bリーグ,レギュラー, 113 ,2026-06-09,21:41,Brave Revengers,だーはら,▲75.8,4.0着,,-15800,P0129
2026,Bリーグ,レギュラー, 114 ,2026-06-09,21:41,IRU,aoking, 71.6 ,1.0着,第一試合,51600,P0017
2026,Bリーグ,レギュラー, 114 ,2026-06-09,21:41,TEAM AJITO,TOM, 0.0 ,2.0着,,20000,P0057
2026,Bリーグ,レギュラー, 114 ,2026-06-09,21:41,おたまーず,おたま♪,▲21.0,3.0着,,19000,P0084
2026,Bリーグ,レギュラー, 114 ,2026-06-09,21:41,楽しめばイイ雀,小四喜大好き,▲50.6,4.0着,,9400,P0272
2026,Aリーグ,レギュラー, 115 ,2026-06-09,22:26,たちこまーず,シクラメン富男, 63.2 ,1.0着,第二試合,43200,P0113
2026,Aリーグ,レギュラー, 115 ,2026-06-09,22:26,電光石火,k-k, 9.2 ,2.0着,,29200,P0034
2026,Aリーグ,レギュラー, 115 ,2026-06-09,22:26,最強位ズ,リョータ,▲19.4,3.0着,,20600,P0217
2026,Aリーグ,レギュラー, 115 ,2026-06-09,22:26,SILVER WOLVES,田口淳之介,▲53.0,4.0着,,7000,P0269
2026,Aリーグ,レギュラー, 116 ,2026-06-09,22:32,武装,しんじゃうツモ, 49.7 ,1.0着,第二試合,29700,P0119
2026,Aリーグ,レギュラー, 116 ,2026-06-09,22:32,ＺＯＯ,rinruka, 9.3 ,2.0着,,29300,P0052
2026,Aリーグ,レギュラー, 116 ,2026-06-09,22:32,レッドリボン軍,レッド総帥,▲16.8,3.0着,,23200,P0221
2026,Aリーグ,レギュラー, 116 ,2026-06-09,22:32,MJ東京,aimoni,▲42.2,4.0着,,17800,P0015
2026,Aリーグ,レギュラー, 117 ,2026-06-09,22:37,MJAC愛好会,湾奥アングラー, 57.6 ,1.0着,第二試合,37600,P0323
2026,Aリーグ,レギュラー, 117 ,2026-06-09,22:37,HIVE,ぽこぽこぽこり, 5.9 ,2.0着,,25900,P0179
2026,Aリーグ,レギュラー, 117 ,2026-06-09,22:37,SSブルーバーズ,石田亮太,▲19.9,3.0着,,20100,P0014
2026,Aリーグ,レギュラー, 117 ,2026-06-09,22:37,enjoyすればイイ雀！,べびたん,▲43.6,4.0着,,16400,P0173
2026,Bリーグ,レギュラー, 118 ,2026-06-09,22:39,他力本願寺,桐生れいか, 66.2 ,1.0着,第二試合,46200,P0252
2026,Bリーグ,レギュラー, 118 ,2026-06-09,22:39,Vertice,しょう&るな, 7.3 ,2.0着,,27300,P0117
2026,Bリーグ,レギュラー, 118 ,2026-06-09,22:39,さわやかMJ野郎の会,Blue-K18,▲18.3,3.0着,,21700,P0018
2026,Bリーグ,レギュラー, 118 ,2026-06-09,22:39,La vie en Rose,★神威★,▲55.2,4.0着,,4800,P0007
2026,Bリーグ,レギュラー, 119 ,2026-06-09,22:40,教室生☆KSC,☆魔雀T塾生☆, 79.2 ,1.0着,第二試合,59200,P0010
2026,Bリーグ,レギュラー, 119 ,2026-06-09,22:40,Team MJ lovers,溝渕智也, 12.6 ,2.0着,,32600,P0259
2026,Bリーグ,レギュラー, 119 ,2026-06-09,22:40,チートイズ,あすてる,▲14.3,3.0着,,25700,P0067
2026,Bリーグ,レギュラー, 119 ,2026-06-09,22:40,Brave Revengers,みり,▲77.5,4.0着,,-17500,P0196
2026,Bリーグ,レギュラー, 120 ,2026-06-09,22:48,楽しめばイイ雀,くすだま, 61.0 ,1.0着,第二試合,41000,P0098
2026,Bリーグ,レギュラー, 120 ,2026-06-09,22:48,おたまーず,鰤トニー, 15.4 ,2.0着,,35400,P0326
2026,Bリーグ,レギュラー, 120 ,2026-06-09,22:48,IRU,shige,▲19.1,3.0着,,20900,P0056
2026,Bリーグ,レギュラー, 120 ,2026-06-09,22:48,TEAM AJITO,明信,▲57.3,4.0着,,2700,P0315
2026,Bリーグ,レギュラー, 121 ,2026-06-11,21:29,Team MJ lovers,ysk, 58.3 ,1.0着,第一試合,38300,P0065
2026,Bリーグ,レギュラー, 121 ,2026-06-11,21:29,Vertice,フィーレン, 14.2 ,2.0着,,34200,P0164
2026,Bリーグ,レギュラー, 121 ,2026-06-11,21:29,おたまーず,羽田暁音,▲21.7,3.0着,,18300,P0232
2026,Bリーグ,レギュラー, 121 ,2026-06-11,21:29,楽しめばイイ雀,nana.jo,▲50.8,4.0着,,9200,P0045
2026,Aリーグ,レギュラー, 122 ,2026-06-11,21:35,電光石火,魔王, 65.5 ,1.0着,第一試合,45500,P0312
2026,Aリーグ,レギュラー, 122 ,2026-06-11,21:35,武装,ゆんゆん, 24.3 ,2.0着,,44300,P0210
2026,Aリーグ,レギュラー, 122 ,2026-06-11,21:35,SILVER WOLVES,まーくん RMU,▲28.6,3.0着,,11400,P0184
2026,Aリーグ,レギュラー, 122 ,2026-06-11,21:35,SSブルーバーズ,おむ,▲61.2,4.0着,,-1200,P0086
2026,Bリーグ,レギュラー, 123 ,2026-06-11,21:35,さわやかMJ野郎の会,黒太郎@SMY会, 59.0 ,1.0着,第一試合,39000,P0260
2026,Bリーグ,レギュラー, 123 ,2026-06-11,21:35,IRU,shige, 13.5 ,2.0着,,33500,P0056
2026,Bリーグ,レギュラー, 123 ,2026-06-11,21:35,チートイズ,014のりたま,▲16.1,3.0着,,23900,P0011
2026,Bリーグ,レギュラー, 123 ,2026-06-11,21:35,他力本願寺,灰鶴,▲56.4,4.0着,,3600,P0239
2026,Aリーグ,レギュラー, 124 ,2026-06-11,21:36,ＺＯＯ,すー, 90.3 ,1.0着,第一試合,70300,P0121
2026,Aリーグ,レギュラー, 124 ,2026-06-11,21:36,MJAC愛好会,ロッキンポ, 29.8 ,2.0着,,49800,P0223
2026,Aリーグ,レギュラー, 124 ,2026-06-11,21:36,たちこまーず,JILL,▲40.7,3.0着,,-700,P0033
2026,Aリーグ,レギュラー, 124 ,2026-06-11,21:36,レッドリボン軍,かじ,▲79.4,4.0着,,-19400,P0090
2026,Bリーグ,レギュラー, 125 ,2026-06-11,21:43,TEAM AJITO,神田大行, 70.5 ,1.0着,第一試合,50500,P0282
2026,Bリーグ,レギュラー, 125 ,2026-06-11,21:43,La vie en Rose,まんまる, 27.4 ,2.0着,,47400,P0190
2026,Bリーグ,レギュラー, 125 ,2026-06-11,21:43,Brave Revengers,サブ垢先輩,▲34.6,3.0着,,5400,P0109
2026,Bリーグ,レギュラー, 125 ,2026-06-11,21:43,教室生☆KSC,☆魔雀T塾生☆,▲63.3,4.0着,,-3300,P0010
2026,Aリーグ,レギュラー, 126 ,2026-06-11,21:48,enjoyすればイイ雀！,Blush, 57.7 ,1.0着,第一試合,37700,P0019
2026,Aリーグ,レギュラー, 126 ,2026-06-11,21:48,HIVE,郷 ひろし, 9.8 ,2.0着,,29800,P0250
2026,Aリーグ,レギュラー, 126 ,2026-06-11,21:48,MJ東京,キラ、,▲16.5,3.0着,,23500,P0096
2026,Aリーグ,レギュラー, 126 ,2026-06-11,21:48,最強位ズ,ｒｒｒｒｒｒ,▲51.0,4.0着,,9000,P0053
2026,Bリーグ,レギュラー, 127 ,2026-06-11,22:24,楽しめばイイ雀,わたちゃん, 62.8 ,1.0着,第二試合,42800,P0226
2026,Bリーグ,レギュラー, 127 ,2026-06-11,22:24,おたまーず,羽田暁音, 1.1 ,2.0着,,21100,P0232
2026,Bリーグ,レギュラー, 127 ,2026-06-11,22:24,Team MJ lovers,喜多剛士@μ,▲20.9,3.0着,,19100,P0241
2026,Bリーグ,レギュラー, 127 ,2026-06-11,22:24,Vertice,みーやん19,▲43.0,4.0着,,17000,P0192
2026,Bリーグ,レギュラー, 128 ,2026-06-11,22:32,さわやかMJ野郎の会,★月刃★, 58.0 ,1.0着,第二試合,38000,P0006
2026,Bリーグ,レギュラー, 128 ,2026-06-11,22:32,他力本願寺,まんまるきや, 10.3 ,2.0着,,30300,P0191
2026,Bリーグ,レギュラー, 128 ,2026-06-11,22:32,チートイズ,じんぱぱ,▲12.7,3.0着,,27300,P0120
2026,Bリーグ,レギュラー, 128 ,2026-06-11,22:32,IRU,猪突猛進男,▲55.6,4.0着,,4400,P0299
2026,Aリーグ,レギュラー, 129 ,2026-06-11,22:32,電光石火,どっち？弾平, 59.1 ,1.0着,第二試合,39100,P0143
2026,Aリーグ,レギュラー, 129 ,2026-06-11,22:32,SILVER WOLVES,上野あいみ, 1.9 ,2.0着,,21900,P0279
2026,Aリーグ,レギュラー, 129 ,2026-06-11,22:32,武装,赤哲,▲18.9,3.0着,,21100,P0288
2026,Aリーグ,レギュラー, 129 ,2026-06-11,22:32,SSブルーバーズ,ポテト吉野,▲42.1,4.0着,,17900,P0181
2026,Aリーグ,レギュラー, 130 ,2026-06-11,22:33,HIVE,せいたろう, 67.9 ,1.0着,第二試合,47900,P0122
2026,Aリーグ,レギュラー, 130 ,2026-06-11,22:33,最強位ズ,Hiromu, 4.6 ,2.0着,,24600,P0030
2026,Aリーグ,レギュラー, 130 ,2026-06-11,22:33,enjoyすればイイ雀！,みや,▲23.2,3.0着,,16800,P0195
2026,Aリーグ,レギュラー, 130 ,2026-06-11,22:33,MJ東京,葛餅,▲49.3,4.0着,,10700,P0240
2026,Aリーグ,レギュラー, 131 ,2026-06-11,22:37,レッドリボン軍,くまさぶろー, 57.9 ,1.0着,第二試合,37900,P0100
2026,Aリーグ,レギュラー, 131 ,2026-06-11,22:37,ＺＯＯ,ご飯にバター, 6.2 ,2.0着,,26200,P0106
2026,Aリーグ,レギュラー, 131 ,2026-06-11,22:37,たちこまーず,まぽぽ,▲20.6,3.0着,,19400,P0188
2026,Aリーグ,レギュラー, 131 ,2026-06-11,22:37,MJAC愛好会,冬のミルク,▲43.5,4.0着,,16500,P0304
2026,Bリーグ,レギュラー, 132 ,2026-06-11,22:48,TEAM AJITO,神田大行, 60.4 ,1.0着,第二試合,40400,P0282
2026,Bリーグ,レギュラー, 132 ,2026-06-11,22:48,La vie en Rose,ふとふと, 8.1 ,2.0着,,28100,P0167
2026,Bリーグ,レギュラー, 132 ,2026-06-11,22:48,Brave Revengers,りゅー,▲21.6,3.0着,,18400,P0215
2026,Bリーグ,レギュラー, 132 ,2026-06-11,22:48,教室生☆KSC,悠紀子,▲46.9,4.0着,,13100,P0318
2026,Aリーグ,レギュラー, 133 ,2026-06-12,21:22,HIVE,カルア, 61.6 ,1.0着,第一試合,41600,P0093
2026,Aリーグ,レギュラー, 133 ,2026-06-12,21:22,SSブルーバーズ,Hara, 17.6 ,2.0着,,37600,P0029
2026,Aリーグ,レギュラー, 133 ,2026-06-12,21:22,ＺＯＯ,サンタマルコ,▲26.4,3.0着,,13600,P0110
2026,Aリーグ,レギュラー, 133 ,2026-06-12,21:22,たちこまーず,シクラメン富男,▲52.8,4.0着,,7200,P0113
2026,Bリーグ,レギュラー, 134 ,2026-06-12,21:33,La vie en Rose,ジョーカー, 64.6 ,1.0着,第一試合,44600,P0118
2026,Bリーグ,レギュラー, 134 ,2026-06-12,21:33,他力本願寺,YOU太郎, 23.7 ,2.0着,,43700,P0064
2026,Bリーグ,レギュラー, 134 ,2026-06-12,21:33,IRU,？？？？？,▲33.5,3.0着,,6500,P0001
2026,Bリーグ,レギュラー, 134 ,2026-06-12,21:33,おたまーず,エイデン二号機,▲54.8,4.0着,,5200,P0075
2026,Aリーグ,レギュラー, 135 ,2026-06-12,21:35,enjoyすればイイ雀！,銀河, 70.9 ,1.0着,第一試合,50900,P0253
2026,Aリーグ,レギュラー, 135 ,2026-06-12,21:35,MJ東京,キラ、, 14.7 ,2.0着,,34700,P0096
2026,Aリーグ,レギュラー, 135 ,2026-06-12,21:35,SILVER WOLVES,松崎真也,▲21.8,3.0着,,18200,P0276
2026,Aリーグ,レギュラー, 135 ,2026-06-12,21:35,MJAC愛好会,教室生 ユウ,▲63.8,4.0着,,-3800,P0248
2026,Bリーグ,レギュラー, 136 ,2026-06-12,21:43,Vertice,moka, 56.9 ,1.0着,第一試合,36900,P0042
2026,Bリーグ,レギュラー, 136 ,2026-06-12,21:43,チートイズ,公務員麻雀M, 10.1 ,2.0着,,30100,P0258
2026,Bリーグ,レギュラー, 136 ,2026-06-12,21:43,楽しめばイイ雀,ゆうやなのだ,▲22.6,3.0着,,17400,P0205
2026,Bリーグ,レギュラー, 136 ,2026-06-12,21:43,Brave Revengers,仇森龍,▲44.4,4.0着,,15600,P0245
2026,Aリーグ,レギュラー, 137 ,2026-06-12,21:50,武装,年賀状, 65.8 ,1.0着,第一試合,45800,P0307
2026,Aリーグ,レギュラー, 137 ,2026-06-12,21:50,電光石火,けっけ, 20.6 ,2.0着,,40600,P0102
2026,Aリーグ,レギュラー, 137 ,2026-06-12,21:50,最強位ズ,ねこます,▲24.2,3.0着,,15800,P0155
2026,Aリーグ,レギュラー, 137 ,2026-06-12,21:50,レッドリボン軍,B地区,▲62.2,4.0着,,-2200,P0021
2026,Bリーグ,レギュラー, 138 ,2026-06-12,21:57,さわやかMJ野郎の会,黙示録@SMY会, 79.1 ,1.0着,第一試合,59100,P0316
2026,Bリーグ,レギュラー, 138 ,2026-06-12,21:57,TEAM AJITO,支援紳士, 22.5 ,2.0着,,42500,P0265
2026,Bリーグ,レギュラー, 138 ,2026-06-12,21:57,Team MJ lovers,ゆっしー@,▲30.9,3.0着,,9100,P0207
2026,Bリーグ,レギュラー, 138 ,2026-06-12,21:57,教室生☆KSC,w-baby,▲70.7,4.0着,,-10700,P0060
2026,Bリーグ,レギュラー, 139 ,2026-06-12,22:24,La vie en Rose,３１０７, 55.6 ,1.0着,第二試合,35600,P0013
2026,Bリーグ,レギュラー, 139 ,2026-06-12,22:24,他力本願寺,とり, 7.4 ,2.0着,,27400,P0148
2026,Bリーグ,レギュラー, 139 ,2026-06-12,22:24,おたまーず,樹央,▲17.4,3.0着,,22600,P0268
2026,Bリーグ,レギュラー, 139 ,2026-06-12,22:24,IRU,奥山瞭,▲45.6,4.0着,,14400,P0216
2026,Bリーグ,レギュラー, 140 ,2026-06-12,22:28,教室生☆KSC,元教室生タク, 54.7 ,1.0着,第二試合,34700,P0255
2026,Bリーグ,レギュラー, 140 ,2026-06-12,22:28,TEAM AJITO,ｋｅｎ@あじと, 4.7 ,2.0着,,24700,P0036
2026,Bリーグ,レギュラー, 140 ,2026-06-12,22:28,Team MJ lovers,小林宏康,▲17.3,3.0着,,22700,P0275
2026,Bリーグ,レギュラー, 140 ,2026-06-12,22:28,さわやかMJ野郎の会,Blue-K18,▲42.1,4.0着,,17900,P0018
2026,Aリーグ,レギュラー, 141 ,2026-06-12,22:30,SSブルーバーズ,ハナノア, 64.1 ,1.0着,第二試合,44100,P0158
2026,Aリーグ,レギュラー, 141 ,2026-06-12,22:30,たちこまーず,よつば@tobi, 1.3 ,2.0着,,21300,P0211
2026,Aリーグ,レギュラー, 141 ,2026-06-12,22:30,HIVE,最後のZ戦士達,▲19.0,3.0着,,21000,P0261
2026,Aリーグ,レギュラー, 141 ,2026-06-12,22:30,ＺＯＯ,すー,▲46.4,4.0着,,13600,P0121
2026,Bリーグ,レギュラー, 142 ,2026-06-12,22:41,Brave Revengers,ペン, 59.6 ,1.0着,第二試合,39600,P0175
2026,Bリーグ,レギュラー, 142 ,2026-06-12,22:41,Vertice,フィーレン, 11.2 ,2.0着,,31200,P0164
2026,Bリーグ,レギュラー, 142 ,2026-06-12,22:41,楽しめばイイ雀,七対子大好き,▲15.7,3.0着,,24300,P0267
2026,Bリーグ,レギュラー, 142 ,2026-06-12,22:41,チートイズ,じんぱぱ,▲55.1,4.0着,,4900,P0120
2026,Aリーグ,レギュラー, 143 ,2026-06-12,22:49,SILVER WOLVES,阿賀寿直, 56.3 ,1.0着,第二試合,36300,P0228
2026,Aリーグ,レギュラー, 143 ,2026-06-12,22:49,MJ東京,Mychemi, 7.8 ,2.0着,,27800,P0044
2026,Aリーグ,レギュラー, 143 ,2026-06-12,22:49,enjoyすればイイ雀！,ブロッケンG,▲14.2,3.0着,,25800,P0170
2026,Aリーグ,レギュラー, 143 ,2026-06-12,22:49,MJAC愛好会,打撃系ヤルカツ,▲49.9,4.0着,,10100,P0295
2026,Aリーグ,レギュラー, 144 ,2026-06-12,22:50,レッドリボン軍,なおすけ, 79.3 ,1.0着,第二試合,59300,P0150
2026,Aリーグ,レギュラー, 144 ,2026-06-12,22:50,最強位ズ,ダイゴ＠LA, 15.1 ,2.0着,,35100,P0130
2026,Aリーグ,レギュラー, 144 ,2026-06-12,22:50,電光石火,フミオ,▲34.6,3.0着,,5400,P0168
2026,Aリーグ,レギュラー, 144 ,2026-06-12,22:50,武装,とむとむ,▲59.8,4.0着,,200,P0146
2026,Aリーグ,レギュラー, 145 ,2026-06-15,21:29,HIVE,ぼうや@HIVE, 50.4 ,1.0着,第一試合,30400,P0177
2026,Aリーグ,レギュラー, 145 ,2026-06-15,21:29,電光石火,EmperorTime, 10.2 ,2.0着,,30200,P0024
2026,Aリーグ,レギュラー, 145 ,2026-06-15,21:29,MJ東京,J,▲14.6,3.0着,,25400,P0032
2026,Aリーグ,レギュラー, 145 ,2026-06-15,21:29,レッドリボン軍,梁瀬健太郎,▲46.0,4.0着,,14000,P0063
2026,Aリーグ,レギュラー, 146 ,2026-06-15,21:31,enjoyすればイイ雀！,じゅねこ, 59.2 ,1.0着,第一試合,39200,P0116
2026,Aリーグ,レギュラー, 146 ,2026-06-15,21:31,MJAC愛好会,つかぴー, 3.8 ,2.0着,,23800,P0137
2026,Aリーグ,レギュラー, 146 ,2026-06-15,21:31,たちこまーず,まぽぽ,▲20.2,3.0着,,19800,P0188
2026,Aリーグ,レギュラー, 146 ,2026-06-15,21:31,最強位ズ,リョータ,▲42.8,4.0着,,17200,P0217
2026,Aリーグ,レギュラー, 147 ,2026-06-15,21:36,SILVER WOLVES,店長倍損の上司, 69.9 ,1.0着,第一試合,49900,P0302
2026,Aリーグ,レギュラー, 147 ,2026-06-15,21:36,SSブルーバーズ,ポテト吉野, 18.5 ,2.0着,,38500,P0181
2026,Aリーグ,レギュラー, 147 ,2026-06-15,21:36,ＺＯＯ,rinruka,▲20.8,3.0着,,19200,P0052
2026,Aリーグ,レギュラー, 147 ,2026-06-15,21:36,武装,ツナマヨ,▲67.6,4.0着,,-7600,P0138
